"Sampler for uncoated Au substrate"
"theta = sampler[T,r] with r uniform on [0,1]; Interpolate this tabulation to obtain sampler."
"beamE (eV)","r","theta (deg)"
2000,0.5,39.88362598453645
2000,0.515625,40.86929512486228
2000,0.53125,41.84419886754225
2000,0.5625,43.809039553229134
2000,0.59375,45.79361525781597
2000,0.625,47.82973816177315
2000,0.65625,49.92357284820339
2000,0.6875,52.05717699007984
2000,0.71875,54.233790619252
2000,0.734375,55.3383980123785
2000,0.75,56.46499151823579
2000,0.765625,57.61917882855532
2000,0.78125,58.791059729198516
2000,0.796875,59.97474620828006
2000,0.8125,61.19753601646467
2000,0.828125,62.44820790571648
2000,0.84375,63.751229798349684
2000,0.8515625,64.4221459217976
2000,0.85546875,64.76199915011121
2000,0.859375,65.10458028391986
2000,0.8671875,65.80249127348696
2000,0.875,66.5187103195954
2000,0.8828125,67.25112728071643
2000,0.890625,68.00143025987585
2000,0.8984375,68.78140317738848
2000,0.90234375,69.17701671185068
2000,0.90625,69.57980723144209
2000,0.9140625,70.40660655025285
2000,0.921875,71.2739432163348
2000,0.9296875,72.19110508598024
2000,0.9375,73.15527593735884
2000,0.939453125,73.40836193956106
2000,0.94140625,73.6614479417633
2000,0.9453125,74.17481964075384
2000,0.94921875,74.70273299469966
2000,0.953125,75.24953540480844
2000,0.955078125,75.53510912677343
2000,0.95703125,75.82068284873843
2000,0.9609375,76.43639269325385
2000,0.96484375,77.07738722730028
2000,0.966796875,77.41689720419653
2000,0.96875,77.75640718109281
2000,0.97265625,78.48298947596908
2000,0.9765625,79.25271405238551
2000,0.978515625,79.65567356823904
2000,0.98046875,80.06756695503522
2000,0.982421875,80.53192505439286
2000,0.984375,80.99628315375051
2000,0.986328125,81.5274568224059
2000,0.98828125,82.06943944913684
2000,0.9892578125,82.38143947524132
2000,0.98974609375,82.53743948829359
2000,0.990234375,82.69343950134584
2000,0.9921875,83.37255923202615
2000,0.99267578125,83.55564682904412
2000,0.9931640625,83.73873442606208
2000,0.994140625,84.13081639669927
2000,0.99462890625,84.35911633430115
2000,0.994873046875,84.47326630310206
2000,0.9951171875,84.58741627190305
2000,0.99609375,85.05675076619973
2000,0.99658203125,85.35110175404996
2000,0.996826171875,85.49827724797511
2000,0.9970703125,85.6454527419002
2000,0.998046875,86.33375522653529
2000,0.9981689453125,86.43864440156176
2000,0.998291015625,86.54353357658833
2000,0.99853515625,86.75331192664132
2000,0.9990234375,87.27136039135974
2000,0.99908447265625,87.35368524150799
2000,0.999114990234375,87.39484766658208
2000,0.9991455078125,87.43601009165614
2000,0.999267578125,87.60065979195254
2000,0.99951171875,87.9299591925451
2000,0.9996337890625,88.18833221102302
2000,0.99969482421875,88.35221131989819
2000,0.9997100830078125,88.39318109711705
2000,0.999725341796875,88.43415087433588
2000,0.999755859375,88.5160904287735
2000,0.9998779296875,88.8438486465241
2000,0.99993896484375,89.04503173828154
2000,0.9999542236328125,89.28377380371077
2000,0.9999580383300781,89.34345932006912
2000,0.9999589920043945,89.35838069915808
2000,0.9999599456787109,89.37330207824682
2000,0.9999618530273438,89.40314483642624
2000,0.999969482421875,89.52251586914039
2000,1.,90.
3500,0.,0.
3500,0.000244140625,0.5894796437230604
3500,0.0003662109375,0.8842194655845905
3500,0.00042724609375,1.0106059845898154
3500,0.000457763671875,1.035345361822766
3500,0.000461578369140625,1.0384377839768846
3500,0.0004620552062988281,1.0388243367461496
3500,0.00046253204345703125,1.0392108895154144
3500,0.0004634857177734375,1.039983995053944
3500,0.00046539306640625,1.0415302061310034
3500,0.0004730224609375,1.0477150504392412
3500,0.00048828125,1.0600847390557164
3500,0.0009765625,1.4559147747829233
3500,0.00146484375,1.8517448105101304
3500,0.001708984375,2.0300130682853497
3500,0.0018310546875,2.0898203324298468
3500,0.00189208984375,2.1197239645020955
3500,0.001922607421875,2.13467578053822
3500,0.0019378662109375,2.142151688556282
3500,0.001941680908203125,2.1440206655607974
3500,0.00194549560546875,2.145889642565313
3500,0.001953125,2.149627596574344
3500,0.00390625,3.076373106060606
3500,0.004150390625,3.1621155996930512
3500,0.0042724609375,3.2049868465092737
3500,0.004302978515625,3.2157046582133293
3500,0.00433349609375,3.226422469917385
3500,0.00439453125,3.247858093325496
3500,0.0048828125,3.419343080590387
3500,0.005859375,3.7623130551201673
3500,0.0068359375,4.082035384607556
3500,0.00732421875,4.2156546101510335
3500,0.007568359375,4.282464222922773
3500,0.007598876953125,4.2908154245192405
3500,0.00762939453125,4.299166626115708
3500,0.0076904296875,4.315869029308643
3500,0.0078125,4.349273835694513
3500,0.01171875,5.340492633898979
3500,0.0118408203125,5.367688566023548
3500,0.01190185546875,5.3812865320858325
3500,0.011962890625,5.394884498148118
3500,0.01220703125,5.4492763623972555
3500,0.0126953125,5.558060090895532
3500,0.013671875,5.7756275478920855
3500,0.015625,6.183238963808207
3500,0.0166015625,6.372394257506339
3500,0.01708984375,6.466971904355406
3500,0.017578125,6.561549551204472
3500,0.01953125,6.9398601386007375
3500,0.021484375,7.278720640019184
3500,0.0224609375,7.444422510791094
3500,0.02294921875,7.52727344617705
3500,0.023193359375,7.568698913870027
3500,0.0234375,7.610124381563005
3500,0.02734375,8.237887634207516
3500,0.029296875,8.526739403656604
3500,0.02978515625,8.598952346018876
3500,0.030029296875,8.635058817200013
3500,0.0302734375,8.67116528838115
3500,0.03125,8.815591173105695
3500,0.03515625,9.358150970708447
3500,0.037109375,9.621191734953518
3500,0.0380859375,9.752712117076054
3500,0.0390625,9.884232499198589
3500,0.04296875,10.373306484688298
3500,0.044921875,10.612622755650747
3500,0.0458984375,10.732280891131973
3500,0.04638671875,10.792109958872585
3500,0.046875,10.851939026613197
3500,0.0546875,11.743002903862891
3500,0.0556640625,11.852871774996652
3500,0.056640625,11.962740646130413
3500,0.05859375,12.17126482485077
3500,0.0625,12.583733898837576
3500,0.064453125,12.789968435830978
3500,0.0654296875,12.89308570432768
3500,0.06640625,12.99620297282438
3500,0.0703125,13.378074500087195
3500,0.07421875,13.759661741411382
3500,0.0751953125,13.85505855174243
3500,0.076171875,13.950455362073477
3500,0.078125,14.134345455299385
3500,0.0859375,14.860219874771936
3500,0.09375,15.552032885486643
3500,0.09765625,15.893877665599126
3500,0.1015625,16.22503495525727
3500,0.109375,16.877726510067113
3500,0.1171875,17.506136592741935
3500,0.12109375,17.817542916864326
3500,0.125,18.123209591152207
3500,0.1328125,18.71830027309401
3500,0.134765625,18.86707294357946
3500,0.13671875,19.0154294892307
3500,0.140625,19.305160932603613
3500,0.1484375,19.88462381934943
3500,0.15625,20.44428159462543
3500,0.171875,21.540147292173266
3500,0.1875,22.604159998399613
3500,0.203125,23.63952463068626
3500,0.21875,24.651318682369137
3500,0.234375,25.645453197378828
3500,0.2421875,26.13730351796407
3500,0.25,26.622588157019294
3500,0.265625,27.578092915811087
3500,0.28125,28.51765346975089
3500,0.2890625,28.98487377669039
3500,0.296875,29.45170828296117
3500,0.3125,30.378726062342746
3500,0.328125,31.291709310926105
3500,0.33203125,31.51753996017958
3500,0.3359375,31.743370609433054
3500,0.34375,32.19401736824093
3500,0.359375,33.0920424600476
3500,0.375,33.984860591635496
3500,0.40625,35.776004623044095
3500,0.421875,36.669259122035974
3500,0.4375,37.560025548186246
3500,0.46875,39.3404919204796
3500,0.5,41.14456424696106
3500,0.515625,42.04612631100905
3500,0.53125,42.94610510350973
3500,0.5625,44.78215330654258
3500,0.59375,46.627471042810875
3500,0.625,48.51005674425329
3500,0.65625,50.445821510170994
3500,0.6875,52.40438354863222
3500,0.71875,54.43182108093257
3500,0.734375,55.47247829443375
3500,0.75,56.53961619239797
3500,0.765625,57.63216003899045
3500,0.78125,58.75472945264611
3500,0.796875,59.90463151242031
3500,0.8125,61.08929569266589
3500,0.828125,62.32291114457831
3500,0.84375,63.60755387180253
3500,0.8515625,64.26884822710491
3500,0.85546875,64.60545192480258
3500,0.859375,64.94205562250026
3500,0.8671875,65.64361204607627
3500,0.875,66.36282381245454
3500,0.8828125,67.09947654731968
3500,0.890625,67.84978461824208
3500,0.8984375,68.62963493883792
3500,0.90234375,69.0243528089094
3500,0.90625,69.43651111320399
3500,0.9140625,70.27859990107973
3500,0.921875,71.16554496126736
3500,0.9296875,72.08763155189173
3500,0.9375,73.07279313594596
3500,0.939453125,73.3305660611207
3500,0.94140625,73.58833898629545
3500,0.9453125,74.1111567752101
3500,0.94921875,74.66279083508404
3500,0.953125,75.23133782864915
3500,0.955078125,75.52891014562557
3500,0.95703125,75.82648246260202
3500,0.9609375,76.44379681983014
3500,0.96484375,77.07775934363444
3500,0.966796875,77.42453405639196
3500,0.96875,77.7713087691495
3500,0.97265625,78.51394496116107
3500,0.9765625,79.3130964206618
3500,0.978515625,79.74069186832334
3500,0.98046875,80.17891598857341
3500,0.982421875,80.63351746450832
3500,0.984375,81.10192546459469
3500,0.986328125,81.62775415031238
3500,0.98828125,82.17612788214221
3500,0.9892578125,82.47763648550891
3500,0.98974609375,82.62839078719226
3500,0.990234375,82.77914508887564
3500,0.9921875,83.45979429155614
3500,0.99267578125,83.64117264347094
3500,0.9931640625,83.82255099538573
3500,0.994140625,84.2326115514012
3500,0.99462890625,84.46029070347183
3500,0.994873046875,84.57413027950714
3500,0.9951171875,84.68796985554245
3500,0.99609375,85.18099323318152
3500,0.99658203125,85.46850397742203
3500,0.996826171875,85.61225934954227
3500,0.9970703125,85.75601472166254
3500,0.998046875,86.45685558208412
3500,0.9981689453125,86.55605234998339
3500,0.998291015625,86.65524911788262
3500,0.99853515625,86.85364265368112
3500,0.9990234375,87.37746987745992
3500,0.99908447265625,87.45222895764053
3500,0.999114990234375,87.48960849773086
3500,0.9991455078125,87.52698803782117
3500,0.999267578125,87.67650619818247
3500,0.99951171875,87.97554251890494
3500,0.9996337890625,88.26155983529426
3500,0.99969482421875,88.41791571640387
3500,0.9997100830078125,88.4570046866813
3500,0.999725341796875,88.49609365695864
